customer_id,state_code,gender,customer_subscription
id_896,NH,F,Premium
id_8248,NH,F,Basic
id_3343,NH,F,Basic
id_7808,NH,M,Basic
id_1628,NH,M,Basic
id_3120,NH,M,Premium
id_2488,NH,M,Premium
id_6724,NH,M,Premium
id_6402,NH,M,Basic
id_7527,NH,M,Basic
id_1343,NH,M,Basic
id_2949,NH,M,Basic
id_6293,NH,M,Basic
id_504,NH,F,Premium
id_3719,NH,M,Basic
id_7526,NH,F,Basic
id_9460,NH,F,Premium
id_1670,NH,M,Premium
id_398,NH,M,Premium
id_2481,NH,F,Basic
id_8263,NH,F,Premium
id_3815,NH,F,Basic
id_4023,NH,F,Basic
id_3338,NH,F,Basic
id_6444,NH,F,Premium
id_7278,NH,F,Basic
id_7685,NH,M,Premium
id_2421,NH,F,Premium
id_4333,NH,M,Premium
id_1706,NH,F,Premium
id_8335,NH,M,Premium
id_5676,NH,F,Premium
id_7687,NH,M,Premium
id_2767,NH,F,Premium
id_2120,NH,M,Basic
id_2510,NH,M,Premium
id_9947,NH,M,Basic
id_9426,NH,M,Basic
id_3738,NH,F,Basic
id_556,NH,M,Basic
id_1521,NH,M,Basic
id_792,NH,M,Premium
id_9645,NH,M,Basic
id_7629,NH,M,Premium
id_3551,NH,F,Basic
id_3940,NH,M,Basic
id_4077,NH,M,Basic
id_7217,NH,F,Basic
id_961,NH,F,Basic
id_6844,NH,F,Basic
id_8843,NH,F,Basic
id_6469,NH,M,Premium
id_7269,NH,M,Basic
id_2622,NH,M,Premium
id_4891,NH,M,Basic
id_3380,NH,M,Premium
id_7851,NH,F,Premium
id_291,NH,F,Basic
id_8766,NH,F,Basic
id_4084,NH,F,Premium
id_3676,NH,M,Basic
id_5462,NH,F,Premium
id_1857,NH,M,Basic
id_7544,NH,M,Premium
id_8690,NH,M,Premium
id_5638,NH,F,Basic
id_5984,NH,M,Premium
id_688,NH,F,Basic
id_1459,NH,M,Basic
id_6727,NH,F,Basic
id_7703,NH,M,Premium
id_9099,NH,M,Basic
id_2269,NH,M,Basic
id_7823,NH,M,Premium
id_7211,NH,F,Basic
id_9041,NH,F,Basic
id_95,NH,F,Basic
id_6414,NH,F,Premium
id_3510,NH,M,Basic
id_5094,NH,F,Basic
id_3439,NH,F,Premium
id_1356,NH,M,Premium
id_6350,NH,F,Basic
id_849,NH,F,Basic
id_4011,NH,M,Premium
id_6972,NH,F,Basic
id_3147,NH,M,Basic
id_2712,NH,M,Basic
id_4798,NH,F,Premium
id_366,NH,F,Basic
id_826,NH,F,Basic
id_3505,NH,F,Basic
id_1905,NH,M,Basic
id_2332,NH,M,Premium
id_4550,NH,M,Premium
id_2400,NH,M,Basic
id_6375,NH,F,Basic
id_6284,NH,F,Premium
id_2135,NH,F,Premium
id_7701,NH,F,Premium
id_348,NH,M,Premium
id_3531,NH,F,Basic
id_460,NH,F,Basic
id_1480,NH,F,Basic
id_9758,NH,M,Basic
id_4459,NH,F,Basic
id_350,NH,F,Basic
id_145,NH,M,Basic
id_9199,NH,M,Basic
id_2241,NH,M,Basic
id_3564,NH,F,Basic
id_5507,NH,F,Basic
id_7360,NH,F,Basic
id_5683,NH,F,Basic
id_2002,NH,F,Basic
id_1856,NH,F,Basic
id_3472,NH,M,Basic
id_7154,NH,F,Basic
id_4189,NH,F,Basic
id_2677,NH,F,Basic
id_2499,NH,M,Basic
id_6528,NH,F,Basic
id_4852,NH,M,Basic
id_3761,NH,M,Basic
id_5648,NH,F,Basic
id_6373,NH,M,Basic
id_4708,NH,F,Basic
id_71,NH,F,Basic
id_1360,NH,M,Basic
id_8635,NH,M,Basic
id_4664,NH,M,Basic
id_5803,NH,F,Basic
id_2887,NH,M,Basic
id_2040,NH,M,Basic
id_46,NH,M,Basic
id_1614,NH,F,Basic
id_8900,NH,F,Basic
id_5685,NH,M,Basic
id_2989,NH,F,Basic
id_1482,NH,M,Basic
id_1095,NH,M,Basic
id_5375,NH,F,Basic
id_4248,NH,F,Basic
id_3718,NH,M,Basic
id_5099,NH,F,Basic
id_662,NH,M,Basic
id_1517,NH,M,Premium
id_5936,NH,M,Premium
id_2559,NH,M,Premium
id_2413,NH,F,Premium
id_2836,NH,F,Premium
id_5361,NH,F,Premium
id_3795,NH,M,Premium
id_960,NH,F,Premium
id_2436,NH,M,Premium
id_882,NH,M,Premium
id_3720,NH,M,Premium
id_4193,NH,F,Premium
id_6483,NH,M,Premium
id_7522,NH,M,Premium
id_2113,NH,M,Premium
id_126,NH,F,Premium
id_2121,NH,M,Premium
id_401,NH,M,Premium
id_9399,NH,M,Premium
id_781,NH,M,Premium
id_4020,NH,M,Premium
id_1993,NH,M,Premium
id_1809,NH,F,Premium
id_9233,NH,M,Premium
id_1141,NH,F,Premium
id_8585,NH,F,Premium
id_7872,NH,F,Premium
id_565,NH,M,Premium
id_5036,NH,F,Premium
id_7862,NH,F,Premium
id_2198,NH,F,Premium
id_8545,NH,M,Premium
id_4281,NH,F,Premium
id_1533,NH,M,Premium
id_6300,NH,F,Premium
id_6185,NH,M,Premium
id_4420,NH,F,Premium
id_4765,NH,F,Premium
id_5105,NH,M,Premium
id_2640,NH,F,Premium
id_5304,NH,F,Premium
id_736,NH,M,Premium
id_7059,NH,M,Premium
id_5706,NH,M,Premium
id_5253,NH,M,Premium
id_7232,NH,M,Premium
id_8261,NH,M,Premium
id_2942,NH,F,Premium
id_7114,NH,F,Premium
id_1200,NH,M,Premium
id_9830,NH,F,Premium
id_3890,NH,F,Premium
id_7727,NH,M,Premium
id_9061,NH,M,Premium
id_9586,NH,F,Premium
id_2639,NH,M,Premium
id_5056,NH,M,Premium
id_8638,NH,F,Premium
id_7438,NH,F,Premium
id_6156,NH,F,Premium
id_1201,NH,M,Premium
id_3191,NH,M,Premium
id_7302,NH,F,Premium
id_7484,NH,F,Premium
id_6572,NH,M,Premium
id_7509,NH,M,Premium
id_1368,NH,M,Premium
id_7459,NH,F,Premium
id_4415,NH,F,Premium
id_6868,NH,F,Premium
id_2273,NH,F,Premium
id_8303,NH,M,Premium
id_2625,NH,M,Premium
id_6357,NH,M,Premium
id_3055,NH,F,Premium
id_2493,NH,F,Premium
id_8322,NH,F,Premium
id_3698,NH,M,Premium
id_7086,NH,F,Premium
id_6746,NH,M,Premium
id_524,NH,F,Premium
id_2171,NH,M,Premium
id_9141,NH,F,Premium
id_8107,NH,M,Premium
id_1708,NH,F,Premium
id_1458,NH,F,Basic
id_635,NH,F,Basic
id_3157,NH,F,Premium
id_2176,NH,M,Basic
id_3702,NH,M,Premium
id_8520,NH,M,Premium
id_2114,NH,F,Premium
id_3352,NH,F,Premium
id_4560,NH,F,Premium
id_5415,NH,M,Basic
id_5033,NH,F,Premium
id_6303,NH,F,Premium
id_2380,NH,F,Basic
id_6842,NH,F,Basic
id_3425,NH,F,Basic
id_2775,NH,F,Premium
id_3888,NH,M,Premium
id_3215,NH,M,Premium
id_4590,NH,F,Premium
id_9635,NH,M,Basic
id_9225,NH,M,Basic
id_8004,NH,M,Basic
id_7423,NH,F,Basic
id_1927,NH,M,Basic
id_1743,NH,M,Premium
id_7520,NH,M,Basic
id_2888,NH,F,Premium
id_4612,NH,F,Basic
id_3194,NH,F,Premium
id_8228,NH,M,Basic
id_647,NH,M,Premium
id_8971,NH,F,Premium
id_994,NH,F,Basic
id_6132,NH,M,Premium
id_3501,NH,F,Basic
id_4222,NH,M,Premium
id_1620,NH,M,Basic
id_857,NH,M,Premium
id_121,NH,M,Basic
id_5458,NH,F,Basic
id_5779,NH,M,Premium
id_2034,NH,M,Basic
id_18,NH,F,Premium
id_4165,NH,F,Premium
id_1493,NH,M,Premium
id_7431,NH,M,Basic
id_8278,NH,F,Basic
id_4833,NH,F,Basic
id_2592,NH,M,Basic
id_853,NH,M,Premium
id_1108,NH,F,Basic
id_4009,NH,M,Premium
id_9433,NH,M,Basic
id_9362,NH,F,Premium
id_2709,NH,F,Basic
id_9820,NH,M,Premium
id_6851,NH,F,Premium
id_8434,NH,M,Basic
id_3428,NH,F,Premium
id_9736,NH,M,Basic
id_1748,NH,F,Premium
id_4354,NH,F,Basic
id_3640,NH,F,Basic
id_8088,NH,M,Basic
id_1449,NH,M,Basic
id_5239,NH,F,Premium
id_7163,NH,M,Basic
id_9388,NH,F,Basic
id_1679,NH,F,Basic
id_875,NH,F,Premium
id_7064,NH,M,Basic
id_6408,NH,F,Basic
id_3013,NH,M,Basic
id_1839,NH,F,Premium
id_1385,NH,F,Basic
id_6577,NH,M,Premium
id_4982,NH,M,Premium
id_8376,NH,M,Basic
id_3158,NH,F,Basic
id_4942,NH,F,Premium
id_4584,NH,M,Basic
id_9685,NH,F,Premium
id_7545,NH,F,Premium
id_2039,NH,F,Basic
id_7042,NH,M,Basic
id_1075,NH,F,Basic
id_7014,NH,F,Premium
id_5587,NH,F,Basic
id_7009,NH,F,Basic
id_7030,NH,M,Premium
id_1678,NH,M,Premium
id_8499,NH,M,Premium
id_7281,NH,F,Basic
id_8502,NH,F,Basic
id_5205,NH,F,Premium
id_5102,NH,M,Basic
id_6994,NH,M,Basic
id_947,NH,M,Basic
id_4270,NH,F,Premium
id_624,NH,M,Premium
id_4674,NH,M,Basic
id_8430,NH,F,Premium
id_2862,NH,F,Basic
id_3409,NH,F,Basic
id_5111,NH,F,Premium
id_3613,NH,F,Basic
id_2385,NH,F,Premium
id_2234,NH,M,Basic
id_8619,NH,M,Basic
id_3559,NH,F,Basic
id_7955,NH,M,Basic
id_7259,NH,F,Basic
id_3165,NH,F,Basic
id_2061,NH,F,Premium
id_2491,NH,M,Basic
id_6074,NH,M,Premium
id_1657,NH,F,Basic
id_1025,NH,F,Basic
id_9590,NH,F,Premium
id_8768,NH,F,Premium
id_2682,NH,M,Basic
id_4920,NH,F,Basic
id_120,NH,M,Premium
id_2608,NH,F,Premium
id_5910,NH,F,Premium
id_5144,NH,M,Basic
id_2177,NH,M,Premium
id_421,NH,M,Premium
id_3690,NH,M,Basic
id_9093,NH,M,Basic
id_6455,NH,F,Basic
id_1840,NH,F,Premium
id_2751,NH,F,Basic
id_6021,NH,F,Basic
id_3817,NH,M,Premium
id_4045,NH,F,Basic
id_8239,NH,F,Basic
id_3176,NH,M,Basic
id_5576,NH,M,Basic
id_2921,NH,M,Basic
id_9216,NH,M,Basic
id_9443,NH,M,Basic
id_5776,NH,M,Basic
id_1958,NH,M,Basic
